ImageName,Label,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta1_Lambda1_LocalEnergy,Theta1_Lambda1_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta1_Lambda0_LocalEnergy,Theta1_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda1_LocalEnergy,Theta0_Lambda1_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude,Theta0_Lambda0_LocalEnergy,Theta0_Lambda0_MeanAmplitude
patch_23.jpg.png,bad,10766469,24480358,22529723,24453415,14571273,10766469,24480358,22529723,24453415,14571273,10709349,24515527,22463050,24470228,14404114,8877017,24139047,25215151,26864249,25902106,8927192,24059604,25189436,26911111,25931074,54522745,41843268,31018305,37419695,52394711,54522745,41843268,31018305,37419695,52394711,54284273,41581331,30784872,37148606,52129668,55690251,43905191,24442079,12614573,13344960,55684694,43902634,24442446,12613963,13344616
patch_24.jpg.png,bad,7204611,22638921,23315159,23880085,9538762,7204611,22638921,23315159,23880085,9538762,7263160,22580233,23205930,23986658,9488108,6057188,20939077,22843891,25646438,24981636,6019712,20939352,22910138,25691385,24972703,57032457,46777495,35133591,42061389,55613400,57032457,46777495,35133591,42061389,55613400,56823796,46511487,34892246,41786632,55363186,57858634,48868349,27871393,14383788,15216828,57857830,48867954,27871268,14384623,15217419
patch_25.jpg.png,bad,5369160,22928633,24396392,24271665,6932910,5369160,22928633,24396392,24271665,6932910,5484247,22588158,24141761,24313441,6972129,4669797,19947031,20544257,24698104,24815918,4679305,19921554,20548530,24666350,24871297,57475906,48688915,36582256,43772227,56470156,57475906,48688915,36582256,43772227,56470156,57237529,48440148,36366585,43531307,56175141,58094809,50863327,29006227,14971964,15838810,58089177,50858442,29006446,14971492,15838535
patch_26.jpg.png,bad,5305272,16677948,16424023,16560850,6941289,5305272,16677948,16424023,16560850,6941289,5345066,16578153,16281508,16644756,6945371,4441989,15878611,25437661,21707773,17554742,4492143,15895334,25430494,21743684,17576202,57905682,50457350,42458765,47210330,56895881,57905682,50457350,42458765,47210330,56895881,57682134,50136661,42168592,46871122,56621771,58474961,51949513,35889989,18521173,19591474,58478637,51944496,35890486,18520674,19591380
patch_27.jpg.png,bad,10900428,23861790,22624419,24023043,14307707,10900428,23861790,22624419,24023043,14307707,10887037,23901755,22456206,23985559,14226311,9165889,23439494,25163461,26827185,25850903,9211017,23397971,25111152,26784665,25841564,54707054,42250806,31469793,37853107,52591285,54707054,42250806,31469793,37853107,52591285,54492783,41970447,31227222,37564325,52346267,55911141,44297536,24873653,12835647,13579441,55895385,44271085,24873572,12835695,13579436
patch_28.jpg.png,bad,6583128,19780044,22199763,22141679,8424546,6583128,19780044,22199763,22141679,8424546,6706403,19702111,22119278,22252171,8431448,5708854,17908678,23486673,25457261,24169270,5703999,17919899,23497237,25450603,24244452,57066180,48379040,37431783,44055517,55825602,57066180,48379040,37431783,44055517,55825602,56919545,48156021,37214008,43825667,55642436,57818808,50215552,30080677,15523423,16422140,57824779,50215611,30081055,15523259,16422012
patch_29.jpg.png,bad,7439522,22649085,23020295,23959288,10105735,7439522,22649085,23020295,23959288,10105735,7550502,22406436,22962866,23885629,10060544,6249651,21313507,23739657,26052461,24985377,6248960,21315306,23679509,26050275,24934771,56624716,46073189,34628659,41470974,55145199,56624716,46073189,34628659,41470974,55145199,56371750,45769152,34374876,41177083,54843944,57463137,48106835,27440719,14161431,14981743,57447056,48100818,27440683,14161441,14981457
patch_3.jpg.png,bad,23930824,25986166,27367460,26350195,24415425,23930824,25986166,27367460,26350195,24415425,23878081,25971604,27171905,26210870,24424009,23691471,25836759,28205593,27806316,27901488,23722429,25842253,28225399,27851115,27886843,28523192,20106958,14853804,17982171,26279941,28523192,20106958,14853804,17982171,26279941,28486145,20065984,14842173,17945850,26240533,30179635,21122869,11589549,5981782,6328582,30177459,21118899,11589957,5982245,6328955
patch_30.jpg.png,bad,7670544,25144667,23876845,25086232,10433282,7670544,25144667,23876845,25086232,10433282,7649225,25070879,24075570,25127768,10371229,6374127,24157109,22391815,25141498,24922324,6325264,24125092,22409296,25269979,24923623,56523276,45039595,33145517,40149836,54985738,56523276,45039595,33145517,40149836,54985738,56358951,44904877,33009006,40008918,54795919,57396263,47305477,26111151,13475496,14255782,57408612,47301644,26110974,13474963,14255521
patch_31.jpg.png,bad,5428454,20997358,25588581,25468359,6717399,5428454,20997358,25588581,25468359,6717399,5435246,20574064,25378076,25388404,6667447,4752768,17253254,21251648,25759749,26554678,4795088,17326358,21259624,25755224,26594357,57495684,49666180,36698681,44550979,56511871,57495684,49666180,36698681,44550979,56511871,57266146,49402472,36514288,44332614,56240247,58109066,51664828,28805754,14867605,15728450,58124286,51665758,28805824,14866712,15727483
patch_32.jpg.png,bad,4835269,18640492,25206947,24843180,6178985,4835269,18640492,25206947,24843180,6178985,4945640,18214937,25012024,24696260,6211441,4097424,14976345,22332552,26303878,26835073,4054891,15118849,22283803,26305265,26848877,58391259,51233550,38103337,46195290,57456065,58391259,51233550,38103337,46195290,57456065,58163788,50957699,37945068,45980216,57182381,58952424,53081441,29964306,15464206,16359773,58981633,53091681,29963889,15463143,16358805
patch_33.jpg.png,bad,6850842,24021429,24154953,25143365,9375903,6850842,24021429,24154953,25143365,9375903,6864402,23882967,23964806,25031032,9322510,5694021,22527646,22801839,25676817,25038251,5694186,22524929,22686687,25646553,25130862,56514256,45955569,33874715,41071627,55191527,56514256,45955569,33874715,41071627,55191527,56257992,45679473,33657856,40806442,54892654,57213967,48075434,26591981,13723417,14518533,57226396,48086845,26592019,13723047,14517840
patch_34.jpg.png,bad,14019962,24816697,22202255,24243680,18359184,14019962,24816697,22202255,24243680,18359184,13900213,24839396,22257376,24298113,18264572,11411517,24866783,26795558,28215218,27141520,11463974,24765494,26770231,28287305,27213697,53154838,39211063,28781345,34934204,50445664,53154838,39211063,28781345,34934204,50445664,53001495,39059882,28655620,34781095,50293772,54650581,41220457,22582132,11652998,12328406,54647390,41218704,22582275,11652897,12327855
patch_35.jpg.png,bad,5042235,21251866,24143053,24440403,6780327,5042235,21251866,24143053,24440403,6780327,5254911,21016564,23931698,24398944,6835082,4290882,18581379,21696104,25110221,25276985,4328359,18500852,21698131,25271722,25358370,58133143,49594098,37134309,44638977,57119723,58133143,49594098,37134309,44638977,57119723,57900585,49261308,36838392,44305608,56825304,58743842,51672029,29397234,15174437,16052387,58738057,51664656,29397395,15173752,16051690
patch_36.jpg.png,bad,13020713,24902665,21068379,24261231,18527584,13020713,24902665,21068379,24261231,18527584,12864751,24979996,20934171,24391309,18349487,10274038,24965213,27179314,28269721,26750741,10243320,24966108,27211363,28220026,26699192,53936679,39664975,29310155,35412635,51217298,53936679,39664975,29310155,35412635,51217298,53756549,39416540,29083361,35147799,51034119,55373442,41649291,23091366,11920371,12610021,55357730,41646508,23091119,11921630,12611074
patch_37.jpg.png,bad,12571318,24341424,22876835,24153357,16333743,12571318,24341424,22876835,24153357,16333743,12502708,24465317,22645956,24193548,16274331,10383693,24180127,25957666,27400802,26492829,10433563,24194170,25868811,27371519,26510063,54173472,40924202,30154801,36521599,51747743,54173472,40924202,30154801,36521599,51747743,54026490,40696517,29941958,36269530,51580711,55573087,42969355,23752062,12257940,12967617,55567537,42967736,23751861,12257023,12967071
patch_38.jpg.png,bad,10374622,24911360,23166518,24915575,13998183,10374622,24911360,23166518,24915575,13998183,10365045,25059785,23165090,24868331,13885689,8558936,24476960,24882639,26927007,25882582,8569161,24466899,24853197,26974044,25858557,55231560,42382068,31059076,37729227,53178017,55231560,42382068,31059076,37729227,53178017,55064431,42219825,30909430,37558827,52993169,56345930,44527846,24395085,12588155,13317588,56356633,44528729,24395265,12587810,13317161
patch_39.jpg.png,bad,9780763,24555309,22247314,24379306,13759677,9780763,24555309,22247314,24379306,13759677,9704431,24714496,22212769,24417242,13609727,7718796,24543690,25296125,26754329,25415264,7810936,24473876,25363548,26773487,25424475,56113235,43135249,31974000,38559350,54062565,56113235,43135249,31974000,38559350,54062565,55935267,42898364,31749935,38300012,53869601,57200760,45260830,25259151,13034529,13789480,57202800,45259216,25259364,13034215,13789315
patch_4.jpg.png,bad,6979461,24185005,24528742,25318653,9248359,6979461,24185005,24528742,25318653,9248359,6943578,24106546,24540991,25381169,9045059,5901328,22160892,21578752,25417827,25536048,5933448,22187988,21665738,25421253,25479648,56834163,46453097,34146420,41443127,55477973,56834163,46453097,34146420,41443127,55477973,56592924,46242852,33942091,41221565,55214931,57592982,48686090,26819834,13839703,14641318,57599140,48681938,26819540,13839633,14641808
patch_40.jpg.png,bad,7002709,24118602,23831092,24949164,9727794,7002709,24118602,23831092,24949164,9727794,7004812,24212483,23867706,24988308,9677443,5749670,22535980,22265987,25278231,25207426,5749449,22522604,22230096,25318297,25207917,57050093,46257856,34207310,41346476,55617184,57050093,46257856,34207310,41346476,55617184,56830562,46006825,33963540,41076642,55357439,57835406,48462658,27003119,13936633,14743500,57857567,48465690,27003124,13935709,14742667
patch_41.jpg.png,bad,6480080,19658718,24876269,23544812,7992219,6480080,19658718,24876269,23544812,7992219,6552088,19529219,24654724,23527748,7988603,5611045,17249744,22607902,26023486,26419930,5604297,17253255,22566131,26040346,26413067,57300466,49032344,36780823,44385548,56118623,57300466,49032344,36780823,44385548,56118623,57083054,48714907,36513146,44078456,55851541,58003779,50878382,29015788,14975240,15842462,58040081,50902295,29015591,14972870,15840693
patch_42.jpg.png,bad,4769355,20054143,24864719,24359838,6212438,4769355,20054143,24864719,24359838,6212438,5025228,19636407,24612849,24322461,6275959,4047472,16376080,21208827,25346708,26243016,4039057,16380857,21246315,25320338,26317663,58466197,50926729,38174253,45952678,57529564,58466197,50926729,38174253,45952678,57529564,58177658,50540129,37862171,45592799,57170571,59016748,52872240,30188731,15579514,16481838,59032127,52876647,30188461,15578154,16481007
patch_43.jpg.png,bad,4791945,22676758,25532822,25304585,6132400,4791945,22676758,25532822,25304585,6132400,4927516,22304083,25471797,25367860,6129368,4133002,19308933,19983280,24705766,25777792,4062309,19310104,19959791,24667144,25677546,58286965,49879894,36800234,44620755,57373710,58286965,49879894,36800234,44620755,57373710,58097162,49658045,36597249,44399404,57143448,58845958,52064071,28947486,14937376,15802912,58843499,52057208,28947403,14937766,15803458
patch_44.jpg.png,bad,4143288,15131158,25334949,23575394,5255411,4143288,15131158,25334949,23575394,5255411,4388395,14747227,25308584,23202898,5353115,3542679,11877915,23632487,27203709,27653280,3528295,11803864,23689658,27240310,27748543,58761646,52947614,39872519,48310158,57959779,58761646,52947614,39872519,48310158,57959779,58538213,52619767,39670232,48056792,57677033,59279087,54475399,31317023,16162401,17098362,59265965,54453298,31316868,16160938,17097245
patch_45.jpg.png,bad,8338236,24711446,23642973,25294834,11624419,8338236,24711446,23642973,25294834,11624419,8300944,24741603,23630583,25411449,11450118,6923744,23862040,23849555,26306306,25455324,6899262,23859550,23887454,26209513,25602212,56440142,44339272,32467449,39489480,54728621,56440142,44339272,32467449,39489480,54728621,56215440,44093407,32247529,39230481,54480396,57365752,46550034,25482369,13150322,13911910,57364658,46543380,25482182,13149855,13911698
patch_46.jpg.png,bad,4904890,22725473,25522790,25970883,6612569,4904890,22725473,25522790,25970883,6612569,5046595,22195116,25605108,25997475,6597897,4088969,19103339,20656182,25438744,26180196,4126148,19103178,20768603,25479612,26250105,58299814,49621549,36320794,44274647,57313737,58299814,49621549,36320794,44274647,57313737,58095397,49445842,36183720,44120671,57066791,58876993,51864095,28438994,14676332,15526284,58881488,51854976,28438739,14675220,15525345
patch_47.jpg.png,bad,12405816,24971986,22482932,24820861,16778003,12405816,24971986,22482932,24820861,16778003,12334930,25109594,22492530,24744625,16657184,10283112,24976729,26333641,27793068,26552118,10280377,24874846,26347458,27835571,26568703,53760660,40094422,29360654,35688871,51316297,53760660,40094422,29360654,35688871,51316297,53578036,39868086,29162410,35450083,51115422,55093020,42140199,23036331,11888076,12576466,55101461,42140230,23036230,11887249,12576239
patch_48.jpg.png,bad,7447578,24209549,22872967,24683769,10761217,7447578,24209549,22872967,24683769,10761217,7509206,24173653,22860130,24643007,10713767,6147619,23556104,24080202,26001920,24859362,6189688,23553496,24049458,26064658,24954559,56895106,45089143,33496867,40378401,55315025,56895106,45089143,33496867,40378401,55315025,56684786,44796205,33220854,40063237,55064683,57718349,47233966,26420866,13633282,14423362,57734524,47235912,26420884,13633216,14423541
patch_49.jpg.png,bad,4150270,13923653,16690734,16937637,5434152,4150270,13923653,16690734,16937637,5434152,4324750,13703762,16566753,16697458,5570338,3485893,11857042,26107879,22414641,18281442,3461371,11884497,26193402,22403198,18265914,58712118,52981689,44447516,49626087,57913192,58712118,52981689,44447516,49626087,57913192,58571730,52718112,44228233,49372444,57719098,59185445,54294610,37466473,19332733,20448092,59185163,54278489,37466166,19332644,20448424
patch_5.jpg.png,bad,10818673,25427409,21381867,25256388,15887088,10818673,25427409,21381867,25256388,15887088,10552895,25576932,21540012,25364209,15667773,8596805,25504655,26545586,28007877,26225783,8593925,25523323,26568721,28047703,26289533,54952243,40933325,29971283,36429236,52629974,54952243,40933325,29971283,36429236,52629974,54823461,40848040,29883996,36335873,52514359,56105747,43063881,23501856,12127089,12829861,56106745,43056985,23501913,12126615,12829681
patch_50.jpg.png,bad,7597014,24436905,23264501,24105100,10375633,7597014,24436905,23264501,24105100,10375633,7672052,24382699,23050822,24110863,10309703,6374983,23889401,23687054,26021145,24660032,6359110,23797686,23715470,26008569,24666099,56948160,45227411,33656179,40502088,55414667,56948160,45227411,33656179,40502088,55414667,56729304,44939891,33416570,40204709,55159517,57796625,47405987,26485234,13666577,14458794,57812492,47403822,26484976,13666617,14458443
patch_51.jpg.png,bad,5738290,16207904,15958094,16292960,7484840,5738290,16207904,15958094,16292960,7484840,5743415,16163890,15736603,16253419,7451482,4826843,15348999,23432552,30345413,20424861,4813750,15395956,23449675,30335765,20440550,57638968,50162712,42433980,47024786,56555190,57638968,50162712,42433980,47024786,56555190,57467877,49922278,42249131,46781373,56351404,58241765,51579047,35106252,18110127,19162893,58259684,51587468,35106231,18109639,19162486
